Unnamed: 0,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
4261,"Fitbit FB507BKBK Versa 2 Health & Fitness Smartwatch with Heart Rate, Music, Alexa Built-in, Sleep & Swim Tracking, Black/...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/5194ncpe5IL._AC_UL320_.jpg,https://www.amazon.in/Fitbit-FB507BKBK-Smartwatch-Tracking-Included/dp/B07TWFVDWT/ref=sr_1_4267?qid=1679133919&s=electronics&sr=1-4267,4.1,143611.0,11010.0,14999.0
371,"Oppo Enco M32 with Mic, 10 Mins Charge 20 Hrs Playtime, 28H Battery Life, Bluetooth 5.0 in Ear Wireless Earphone, Noise Ca...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51PVY5idbhL._AC_UL320_.jpg,https://www.amazon.in/Playtime-Bluetooth-Cancellation-Calls%EF%BC%8CIP54-Resistant/dp/B09NMNWKX6/ref=sr_1_374?qid=1679133671&s=electronics&sr=1-374,4.2,19567.0,1599.0,2999.0
8241,AGARO AG Blaze Micro to USB Type C Adapter,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51u1LmqajvL._AC_UL320_.jpg,https://www.amazon.in/AGARO-Micro-USB-Type-C-Adapter/dp/B07PJS217W/ref=sr_1_8245?qid=1679134159&s=electronics&sr=1-8245,3.9,3562.0,139.0,395.0
1691,"Pigeon Basics Non Induction Base Nons tick Aluminium Cookware set, including Nonstick Dosa Tawa, Nonstick Kadai With Glass...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61JlllBcGpL._AC_UL320_.jpg,https://www.amazon.in/Pigeon-Basics-Aluminium-Nonstick-Cookware/dp/B07DR77G6N/ref=sr_1_1694?qid=1679133758&s=electronics&sr=1-1694,3.7,24804.0,1199.0,3295.0
160,"boAt Newly Launched Aavante Bar 3200D Soundbar with Dolby Audio,350W RMS Signature Sound,5.1 Channel,3D Surround Sound,Dua...","tv, audio & cameras",Speakers,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61S2NC2VLEL._AC_UL320_.jpg,https://www.amazon.in/boAt-Aavante-Bar-3200D-Signature/dp/B0BW9NWMPL/ref=sr_1_167?qid=1679129296&s=electronics&sr=1-167,4.2,41967.0,16999.0,39990.0
100,"Solar Outdoor Lights 6 Pack, Wall Lights Solar Powered IP65 Waterproof, 100LED/3 Modes 270° Lighting Angle Motion Sensor S...",home & kitchen,Home Improvement,https://m.media-amazon.com/images/I/71s3oQFI0QL._AC_UL320_.jpg,https://www.amazon.in/Outdoor-Waterproof-Lighting-Security-Backyard/dp/B09WHPY33G/ref=sr_1_1085_mod_primary_new?qid=1679214132&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1085,4.4,663.0,1235.0,2999.0
56,"boAt Rockerz 335 Bluetooth in Ear Neckband with Qualcomm aptX & CVC, Upto 30 Hours Playback, ASAP Charge, Signature Sound,...","tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/51UnzgINvYL._AC_UL320_.jpg,https://www.amazon.in/boAt-Rockerz-335-Bluetooth-Assistant/dp/B096YDGX1X/ref=sr_1_60?qid=1679128669&s=electronics&sr=1-60,3.7,46779.0,1199.0,3990.0
80,Campus Men's OXYFIT (N) Walking Shoe,stores,Men's Fashion,https://m.media-amazon.com/images/I/61ePa5fEKnL._AC_UL320_.jpg,https://www.amazon.in/Campus-OXYFIT-Walking-Shoes-India/dp/B09RPPR4S2/ref=sr_1_89?qid=1679150698&s=apparel&sr=1-89,4.1,30222.0,648.0,999.0
44,"Amazon Brand - Solimo Microfibre Reversible Quilt Blanket/Comforter, Double, 120 GSM, Sandy Beige and Deep Teal",home & kitchen,Home Furnishing,https://m.media-amazon.com/images/I/71AEpLKCXdL._AC_UL320_.jpg,https://www.amazon.in/Solimo-Polyester-Single-Duvet-Cyan/dp/B076BT1SK4/ref=sr_1_501?qid=1679213079&s=kitchen&sr=1-501,4.2,2710.0,1249.0,2000.0
2373,SanDisk SDDD3-032G-I35GW Ultra Dual 32GB USB 3.0 OTG Pen Drive (Gold),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81YWBcTx14L._AC_UL320_.jpg,https://www.amazon.in/SanDisk-Ultra-Dual-32GB-Drive/dp/B0734VLDTC/ref=sr_1_2376?qid=1679133801&s=electronics&sr=1-2376,4.3,191346.0,429.0,850.0
5496,ACCOX Men's Striped Half Sleeves Regular Fit Cotton Formal Shirts,stores,Men's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61tM-31KXwL._AC_UL320_.jpg,https://www.amazon.in/ACCOX-Striped-Sleeves-Regular-Multicolour/dp/B0855T83B9/ref=sr_1_5505?qid=1679150920&s=apparel&sr=1-5505,3.7,375.0,499.0,1480.0
6346,"SanDisk 128GB Extreme microSDXC, U3, C10, V30, UHS 1, 160MB/s R, 90MB/s W, A2 Card for 4K Video Rec on Smartphones, Action...","tv, audio & cameras",Cameras,https://m.media-amazon.com/images/I/815cRpgAN3L._AC_UL320_.jpg,https://www.amazon.in/SanDisk-microSDXC-Memory-Adapter-SDSQXA1-128G-GN6MA/dp/B07FCMKK5X/ref=sr_1_6350?qid=1679130287&s=electronics&sr=1-6350,4.5,317885.0,,
15,"Spotzero by Milton Elite Spin Mop with Bigger Wheels and Plastic Auto Fold Handle for 360 Degree Cleaning (Aqua Green, Two...",home & kitchen,Home Improvement,https://m.media-amazon.com/images/I/71fExwhVohL._AC_UL320_.jpg,https://www.amazon.in/Spotzero-Milton-Bigger-Cleaning-Refills/dp/B01MA1JLOM/ref=sr_1_16?qid=1679214112&s=kitchen&sr=1-16,4.1,56111.0,999.0,1899.0
8448,ADDA I-RUN || Durable & Comfortable || EVA Sole || Lightweight || Fashionable || Super Soft || Outdoor Slipper || Sliders ...,stores,Men's Fashion,https://m.media-amazon.com/images/I/61EjUmltr+L._AC_UL320_.jpg,https://www.amazon.in/ADDA-LABEL-Ethylene-Vinyl-Acetate/dp/B096G8KRPN/ref=sr_1_8453?qid=1679151062&s=apparel&sr=1-8453,3.9,4495.0,403.0,429.0
550,"Wakefit Mattress | 10 Years Warranty | Orthopedic Mattress, Mattress Double Bed, Memory Foam Mattress, 8-Inch Bed Mattres...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71fKE1MYbbL._AC_UL320_.jpg,https://www.amazon.in/Wakefit-Orthopaedic-Memory-Mattress-8inch/dp/B00RAEXNIK/ref=sr_1_4031?qid=1679214522&s=kitchen&sr=1-4031,4.5,65485.0,14626.0,18996.0
748,AmazonBasics AA Performance Alkaline Non-Rechargeable Batteries (20-Pack) - Appearance May Vary,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81ruqa5pXML._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-Performance-Alkaline-Non-Rechargeable-Batteries/dp/B00NTCH52W/ref=sr_1_751?qid=1679133696&s=electronics&sr=1-751,4.4,180649.0,439.0,695.0
4206,"IONIX Multi-Color LCD Writing Tablet 8.5 Inch Screen, Toys, Kids Toy, 8.5"" Inch Colorful Toddler Doodle Board Drawing Tabl...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71KAaInsnsL._AC_UL320_.jpg,https://www.amazon.in/Multi-Color-Writing-8-5-Inch-Educational/dp/B0B4WGT7C2/ref=sr_1_4209?qid=1679133916&s=electronics&sr=1-4209,3.8,6574.0,313.0,999.0
3062,VIP Men's Cotton Brief (Pack of 4),men's clothing,Innerwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91ivJhmRr4L._AC_UL320_.jpg,https://www.amazon.in/VIP-Frenchie-size-95-Assorted-Colors/dp/B07C8N8QHR/ref=sr_1_3071?qid=1679142581&s=apparel&sr=1-3071,4.1,2623.0,,510.0
941,AKHIYAAN Women Cotton Non Padded Non-Wired Regular Bra (Pack of 3) (Multicolor),women's clothing,Lingerie & Nightwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/711OMM5sOaL._AC_UL320_.jpg,https://www.amazon.in/AKHIYAAN-Colour-Non-Padded-Seamless-Adjustable/dp/B077QW8XHQ/ref=sr_1_950?qid=1679154873&s=apparel&sr=1-950,3.9,3234.0,299.0,999.0
138,"Eureka Forbes Quick Clean DX Vacuum Cleaner with 1200 Watts Powerful Suction Control, 3 Free Reusable dust Bag worth Rs 50...",appliances,All Appliances,https://m.media-amazon.com/images/I/71JS5wMHfnL._AC_UL320_.jpg,https://www.amazon.in/Eureka-Forbes-Quick-Clean-DX/dp/B00F3ABSXU/ref=sr_1_139?qid=1679135592&s=appliances&sr=1-139,3.9,33779.0,3299.0,4499.0
927,Manfrotto MTPIXI-B PIXI Mini Tripod (Black),"tv, audio & cameras",Cameras,https://m.media-amazon.com/images/I/61U3TG7lMtL._AC_UL320_.jpg,https://www.amazon.in/Manfrotto-MTPIXI-B-PIXI-Tripod-Black/dp/B00D76RNLS/ref=sr_1_934_mod_primary_new?qid=1679129973&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-934,4.6,20420.0,1974.0,2456.0
84,Digitek (DTR 480LW) (57 Inch) Portable Lightweight Aluminum Tripod for DSLR Cameras & Smartphones with Operating Ht. 4.75 ...,"tv, audio & cameras",Camera Accessories,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61bcGr6GN6L._AC_UL320_.jpg,https://www.amazon.in/Digitek-DTR-480LW-Lightweight-Smartphones/dp/B09Q5K38CN/ref=sr_1_91?qid=1679132558&s=electronics&sr=1-91,4.3,2337.0,999.0,1795.0
3901,realme Buds Wireless 2 Neo Bluetooth in Ear Earphones with Mic (Green),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61-etdBhaJL._AC_UL320_.jpg,https://www.amazon.in/realme-Wireless-Bluetooth-Earphones-Green/dp/B09GG2NLB1/ref=sr_1_3904?qid=1679133897&s=electronics&sr=1-3904,4.0,48451.0,,
818,"BELLINA Black, Silver and Gold Tone Finger Ring For Boys And Men | Exclusive and Trendy Titanium Ring For Boys And Men (Pa...",stores,Amazon Fashion,https://m.media-amazon.com/images/I/51e53cXL08L._AC_UL320_.jpg,https://www.amazon.in/Silver-Finger-Exclusive-Trendy-Titanium/dp/B09Y1NB94Z/ref=sr_1_3987?qid=1679212411&s=apparel&sr=1-3987,3.7,122.0,249.0,1499.0
0,ASIAN Men's Wonder-13 Sports Running Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/61utX8kBDlL._AC_UL320_.jpg,https://www.amazon.in/Wonder-Firozi-Sports-Shoes-Indian/dp/B01N66F4CH/ref=sr_1_5?qid=1679147183&s=shoes&sr=1-5,4.0,86521.0,524.0,699.0
32,RUBX Rubber Coated Professional Exercise Hex Fixed Dumbbells (Pack of Two) 5 Kg x 2pc (Total = 10 kg) Black,sports & fitness,"All Sports, Fitness & Outdoors",https://m.media-amazon.com/images/I/61mUc9vBJqL._AC_UL320_.jpg,https://www.amazon.in/RUBX-Rubber-Professional-Exercise-Dumbbells/dp/B06XKWS55Q/ref=sr_1_201?qid=1679218371&s=sports&sr=1-201,4.6,6577.0,1599.0,3000.0
1457,SanDisk UHS-I A1 98Mbps 32GB Ultra MicroSD Memory Card,"tv, audio & cameras",Cameras,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61vv3bnYuJL._AC_UL320_.jpg,https://www.amazon.in/SanDisk-Ultra-microSD-Memory-UHS-I/dp/B0759XC5J9/ref=sr_1_1464?qid=1679130005&s=electronics&sr=1-1464,4.3,589547.0,523.0,700.0
1726,"Bose Sport Earbuds - Bluetooth Truly Wireless in Ear Earbuds for Workouts and Running,Sweat Resistant with Touch Control, ...","tv, audio & cameras",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51WPD-oetHL._AC_UL320_.jpg,https://www.amazon.in/Bose-Sport-Earbuds-Earphones-Headphones/dp/B08CJFYBBZ/ref=sr_1_1733?qid=1679128789&s=electronics&sr=1-1733,3.9,32018.0,15099.0,17990.0
159,"Pampers All round Protection Pants, Large size baby Diapers, (L) 42 Count Lotion with Aloe Vera",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71j0CdWtqKL._AC_UL320_.jpg,https://www.amazon.in/Pampers-Diapers-Pants-Large-Count/dp/B0868HPSSX/ref=sr_1_688?qid=1679219588&s=baby&sr=1-688,4.3,9046.0,,
14,"Digital Caliper, Adoric 0-6"" Calipers Measuring Tool - Electronic Micrometer Caliper with Large LCD Screen, Auto-off Featu...",industrial supplies,"Test, Measure & Inspect",https://m.media-amazon.com/images/I/61f6yhQHOQL._AC_UL320_.jpg,https://www.amazon.in/Digital-Caliper-Adoric-Calipers-Measuring/dp/B07DFFYCXS/ref=sr_1_15?qid=1679222947&s=industrial&sr=1-15,4.4,27577.0,411.0,899.0
193,Victrola VSC-550BT-GRY Journey Bluetooth Portable Suitcase Turntable (Grey),bags & luggage,Suitcases & Trolley Bags,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/818IFX7U0uL._AC_UL320_.jpg,https://www.amazon.in/Victrola-Bluetooth-Suitcase-Turntable-Speakers/dp/B07CVTQ7N3/ref=sr_1_1778?qid=1679218902&s=luggage&sr=1-1778,4.5,24733.0,,
5579,"Ant Esports H530 Wired Over Ear Headphones with mic (Black, Red)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51eOGiQbsgL._AC_UL320_.jpg,https://www.amazon.in/Ant-Esports-Gaming-Headset-H530/dp/B08D5ZK45K/ref=sr_1_5582?qid=1679133999&s=electronics&sr=1-5582,3.8,7096.0,899.0,2999.0
337,"AmazonBasics High-Speed Braided HDMI Cable - 10 Feet - Supports Ethernet, 3D, 4K and Audio Return (Black)","tv, audio & cameras",Cameras,https://m.media-amazon.com/images/I/61YaqGbQvjL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-Braided-HDMI-Cable-10-Feet/dp/B075ZWY1SK/ref=sr_1_341?qid=1679129939&s=electronics&sr=1-341,4.4,36689.0,439.0,1000.0
9332,"Fedus Cat6 Ethernet Cable, 1 Meter High Speed 550Mhz 10 Gigabit Speed Utp Lan Cable, Network Cable Internet Cable Rj45 Cab...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71bOJ-s-pNL._AC_UL320_.jpg,https://www.amazon.in/Ethernet-Gigabit-Network-Internet-Television/dp/B09QYL69HM/ref=sr_1_9335?qid=1679134221&s=electronics&sr=1-9335,4.4,9050.0,199.0,4499.0
7940,"JBL Go 3, Wireless Ultra Portable Bluetooth Speaker, Pro Sound, Vibrant Colors with Rugged Fabric Design, Waterproof, Type...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81T8JGfWRNS._AC_UL320_.jpg,https://www.amazon.in/JBL-Wireless-Bluetooth-Waterproof-JBLGO3GRN/dp/B08FB36CY4/ref=sr_1_7946?qid=1679134140&s=electronics&sr=1-7946,4.4,122476.0,3318.0,4499.0
34,"boAt Airdopes 141 Pro True Wireless in Ear Earbuds with 45H Playtime, Quad Mics Enx Tech, 12mm Drivers, ASAP Charge, Beast...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41TWloBD6XL._AC_UL320_.jpg,https://www.amazon.in/boAt-Airdopes-141-Pro-Wireless/dp/B0B7J5ZTXD/ref=sr_1_37?qid=1679133651&s=electronics&sr=1-37,3.9,172347.0,1399.0,2990.0
35,"Onlymat PVC Backing, Natural Rubber Coir Oval Long-Lasting, Heavy Duty, Anti-Slip Large and Thick Doormat with Designer Bo...",home & kitchen,Furniture,https://m.media-amazon.com/images/I/917i-ytzpSL._AC_UL320_.jpg,https://www.amazon.in/Rubber-Anti-Slip-Doormat-Black-Brown/dp/B075QDGR6S/ref=sr_1_444?qid=1679212906&s=kitchen&sr=1-444,4.5,903.0,,1099.0
537,SanDisk 128GB Class 10 microSDXC Memory Card with Adapter (SDSQUAR-128G-GN6MA),"tv, audio & cameras",Cameras,https://m.media-amazon.com/images/I/617NtexaW2L._AC_UL320_.jpg,https://www.amazon.in/SanDisk-microSDXC-Memory-Adapter-SDSQUAR-128G-GN6MA/dp/B073JYC4XM/ref=sr_1_541?qid=1679129950&s=electronics&sr=1-541,4.3,589547.0,1705.0,3999.0
134,"Mi Beard Trimmer for men, full body Waterproof IPX7, 90 mins runtime, Fast Charging, 40 length settings, cordless+ corded ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61ApUe3q-PL._AC_UL320_.jpg,https://www.amazon.in/Mi-Corded-Cordless-Waterproof-Trimmer/dp/B07T8HLV1W/ref=sr_1_137?qid=1679133657&s=electronics&sr=1-137,4.2,75504.0,,1499.0
7482,Lenovo Casual Laptop Backpack B210 39.62 cm (15.6-inch) Water Repellent Blue,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71EQMrnlDUL._AC_UL320_.jpg,https://www.amazon.in/Lenovo-GX40Q17226-15-6-Inch-Casual-Backpack/dp/B075Y7H8V6/ref=sr_1_7485_mod_primary_new?qid=1679134113&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-7485,4.2,54595.0,800.0,1500.0
729,Scrub Daddy Holiday Shapes 3 ct,appliances,Refrigerators,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/712PllErRIS._AC_UL320_.jpg,https://www.amazon.in/Scrub-Daddy-Holiday-Shapes/dp/B08NC9GGVX/ref=sr_1_733?qid=1679134314&s=kitchen&sr=1-733,4.8,2459.0,4947.0,9894.0
4864,"SanDisk iXpand USB 3.0 Flash Drive Flip 64GB, for iOS and Windows, Metalic","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/717nTfA4qjL._AC_UL320_.jpg,https://www.amazon.in/SanDisk-iXpand-Flash-Drive-SDIX90N-064G/dp/B08P1GY5DJ/ref=sr_1_4867?qid=1679133956&s=electronics&sr=1-4867,4.3,11058.0,2329.0,5200.0
1282,boAt Bassheads 220 in Ear Wired Earphones(Fiery Orange Indi),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/519UzRIcdGS._AC_UL320_.jpg,https://www.amazon.in/boAt-Bassheads-220-Earphones-Orange/dp/B0BRXXP232/ref=sr_1_1285?qid=1679133730&s=electronics&sr=1-1285,4.1,276491.0,399.0,999.0
103,HUMBLE Universal Monopod Holder Clip for Mobile Camera Holder and Tripod Mount Holder- Black (Pack of 1),"tv, audio & cameras",Cameras,https://m.media-amazon.com/images/I/51swcrQ1D7L._AC_UL320_.jpg,https://www.amazon.in/HUMBLE-Universal-Monopod-Holder-Holder/dp/B07S9KNGVS/ref=sr_1_107?qid=1679129923&s=electronics&sr=1-107,4.1,12269.0,139.0,599.0
440,Amazon Pay eGift Card,bags & luggage,Wallets,https://m.media-amazon.com/images/I/41HjQhYFkjL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Pay-eGift-Card-Creatures/dp/B0BY8GYXZ9/ref=sr_1_2697?qid=1679219286&s=luggage&sr=1-2697,4.6,182473.0,10.0,10000.0
4972,"Samsung Galaxy M12 (Black,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/7162Y5fPdkL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Galaxy-M12-Storage-Replacement/dp/B08XJBPCTR/ref=sr_1_4974?qid=1679133963&s=electronics&sr=1-4974,4.1,170441.0,13999.0,15499.0
332,boAt BassHeads 900 On-Ear Wired Headphone with Mic,"tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/61xeIT6UHrL._AC_UL320_.jpg,https://www.amazon.in/Boat-BassHeads-900-Wired-Headphone/dp/B074ZF7PVZ/ref=sr_1_339?qid=1679128690&s=electronics&sr=1-339,4.2,92345.0,849.0,2490.0
120,MI 100 cm (40 inches) 5A Series Full HD Smart Android LED TV L40M7-EAIN (Black),"tv, audio & cameras",Home Entertainment Systems,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81rwiwQ1itL._AC_UL320_.jpg,https://www.amazon.in/MI-inches-Smart-Android-L40M7-EAIN/dp/B0B6F98KJJ/ref=sr_1_124?qid=1679128130&s=electronics&sr=1-124,4.2,34286.0,21999.0,29999.0
4708,Spigen Thin Fit Cover Case for Apple Watch SE2 / 6 / SE / 5/4 (44mm) Polycarbonate - Black (Watch not Included),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61weq8UICsL._AC_UL320_.jpg,https://www.amazon.in/Spigen-Cover-Designed-Apple-Watch/dp/B07HSS8JDV/ref=sr_1_4711?qid=1679133947&s=electronics&sr=1-4711,4.1,14226.0,899.0,1699.0
14,"Listerine Cool Mint Mouthwash Liquid, Removes 99.9% Germs, 250ml Combo Pack of 3 (Buy 2 Get 1 Free)",beauty & health,Health & Personal Care,https://m.media-amazon.com/images/I/6103u-7EQ9L._AC_UL320_.jpg,https://www.amazon.in/Listerine-Cool-Mint-Mouthwash-250ml/dp/B0761196MM/ref=sr_1_135?qid=1679215338&s=hpc&sr=1-135,4.5,21000.0,317.0,495.0
287,EIO Boys and Girls Cotton Pajama Pants Pack of 6,toys & baby products,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61xkxtIVWAL._AC_UL320_.jpg,https://www.amazon.in/EIO-Girls-Cotton-Pyjamas-Pants/dp/B0B2K71CQG/ref=sr_1_2280?qid=1679219610&s=baby&sr=1-2280,3.8,2621.0,499.0,1499.0
52,"pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless, Stereo Audio, Touch Control TWS, with...","tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/414we1a2KDL._AC_UL320_.jpg,https://www.amazon.in/Bassbuds-Duo-Headphones-Water-Resistant-Assistance/dp/B09DDBN1YH/ref=sr_1_56?qid=1679128669&s=electronics&sr=1-56,3.5,166394.0,799.0,2599.0
57,"boAt Airdopes 190 True Wireless in Ear Earbuds with Beast Mode(50ms) for Gaming, 40H Playtime, Breathing LEDs, Signature S...","tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/5112PrfGFOL._AC_UL320_.jpg,https://www.amazon.in/boAt-Airdopes-190-Breathing-Signature/dp/B0BBTYDK6Y/ref=sr_1_61?qid=1679128669&s=electronics&sr=1-61,3.8,3596.0,1499.0,3499.0
4864,"PNP Bazar Dc Connectors Screw Type (Green) For CCTV Camera,( Pack Of 10Pcs. Connectors)","tv, audio & cameras",Cameras,https://m.media-amazon.com/images/I/41JQYNTEK4L._AC_UL320_.jpg,https://www.amazon.in/Bazar-Connectors-Screw-Camera-10Pcs/dp/B00V816Y0A/ref=sr_1_4871_mod_primary_new?qid=1679130202&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-4871,3.9,775.0,125.0,299.0
515,Spigen EZ Fit Tempered Glass Screen Protector Guard for iPhone 14/13/13 Pro - 2 Pack,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61FTQK5HI4L._AC_UL320_.jpg,https://www.amazon.in/Spigen-Tempered-Screen-Protector-iPhone/dp/B095RTJH1M/ref=sr_1_519?qid=1679133681&s=electronics&sr=1-519,4.6,28528.0,1199.0,2899.0
23,"Pigeon By Stovekraft 14429 Acer Plus 1800 Watt Induction Cooktop with Feather Touch Control, Induction Stove comes with 8 ...",appliances,Kitchen & Home Appliances,https://m.media-amazon.com/images/I/51A-E96wy-L._AC_UL320_.jpg,https://www.amazon.in/Pigeon-Stovekraft-Acer-Plus-Induction/dp/B0832W3B7Q/ref=sr_1_30_mod_primary_new?qid=1679134465&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-30,3.8,10587.0,1749.0,3595.0
1105,Camlin Painting Kit 199 Combo,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/81JazOClXnL._AC_UL320_.jpg,https://www.amazon.in/Camel-Camlin-Kokuyo-9900504-Colouring/dp/B00LY1G9EA/ref=sr_1_8738?qid=1679214612&s=kitchen&sr=1-8738,4.4,9715.0,,199.0
56,STRIFF Adjustable Laptop Tabletop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Table...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71Zf9uUp+GL._AC_UL320_.jpg,https://www.amazon.in/STRIFF-Adjustable-Patented-Ventilated-Compatible/dp/B07XCM6T4N/ref=sr_1_59?qid=1679133652&s=electronics&sr=1-59,4.3,26525.0,389.0,1499.0
826,Nature's bounty ginkgo biloba 120mg 100 capsules,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/I/71iwRySMxeL._AC_UL320_.jpg,https://www.amazon.in/Natures-bounty-ginkgo-biloba-capsules/dp/B002Y27JYM/ref=sr_1_5915?qid=1679216102&s=hpc&sr=1-5915,4.6,13093.0,1999.0,2999.0
474,"Sony WH-XB910N Extra BASS Noise Cancellation Headphones Wireless Bluetooth Over The Ear Headset with Mic, Alexa Voice Cont...","tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/61WFNqf8hVL._AC_UL320_.jpg,https://www.amazon.in/Sony-WH-XB910N-Cancelling-Headphones-transactions/dp/B09CGB6VRR/ref=sr_1_481?qid=1679128702&s=electronics&sr=1-481,4.3,6257.0,14990.0,19990.0
1375,V-Guard VGSD 50 Smart Stabilizer for Refrigerators up to 300 L | Digital Display | Working Range 130-290V | Cherry Red,appliances,All Appliances,https://m.media-amazon.com/images/I/716CZjTKFVL._AC_UL320_.jpg,https://www.amazon.in/V-Guard-Stabilizer-Digital-Refrigerator-130-290V/dp/B071HJRBKF/ref=sr_1_1376?qid=1679135669&s=appliances&sr=1-1376,4.4,6043.0,1946.0,2550.0
973,"Amazon Basics High-Speed HDMI Cable, 3 Feet (Black, 2-Pack) - Supports Ethernet, 3D, 4K video","tv, audio & cameras",Cameras,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61sas2UAp2L._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-High-Speed-HDMI-Cable-2-Pack/dp/B014I8SP4W/ref=sr_1_980?qid=1679129976&s=electronics&sr=1-980,4.4,437651.0,519.0,1100.0
4171,"Xiaomi REDMI Wired High Definition in-Ear Earphones with in-Built HD Mic, Hi-Res Audio Certified, 10 mm Driver, Metal Soun...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71f5L2RuBwL._AC_UL320_.jpg,https://www.amazon.in/Xiaomi-Redmi-Hi-Resolution-Audio-Headphone/dp/B08FMM3Z7S/ref=sr_1_4174?qid=1679133913&s=electronics&sr=1-4174,4.1,24959.0,449.0,599.0
127,"ZEBRONICS Zeb-Thunder Bluetooth Wireless Over Ear Headphone FM, mSD, 9 hrs Playback with Mic (Black)","tv, audio & cameras",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71O7+VmlvVL._AC_UL320_.jpg,https://www.amazon.in/Zebronics-Zeb-Thunder-Bluetooth-Headphone-Input/dp/B07L8KNP5F/ref=sr_1_131?qid=1679128674&s=electronics&sr=1-131,3.8,62423.0,641.0,1399.0
